experiment,read,sequence(; separated),positions (;spearated),order_doesn't_quite_work
EF1,35bf5ec6-7d11-44aa-872b-d33947cda8b4,RBSc36;symE;T2_L3S2P21,21:51;52:379;383:437,0
EF1,d30a6ad1-4afc-4c48-b77c-023060dd9cc0,RBSc36,528:558,0
EF1,4738ecc5-c8c8-4be5-b747-a94be912628c,pac;T1_L3S2P55;RBSc13;symE;T2_L3S2P21,1:1044;1048:1103;1153:1183;1184:1515;1526:1586,0
EF1,fe9bbc3a-1941-4290-b87a-7e0a93669e78,RBSc36;symE;T2_L3S2P21,24:54;55:393;397:455,0
EF1,04a65bd3-fdff-464f-8416-a4400aea3eaf,RBSc36,1011:1041,0
EF1,5f2e8b6c-7cce-4588-bc5b-5b8c461a966c,symE;RBSc36;T1_L3S2P55;pac,-4:-195;-196:-226;-278:-334;-338:-1168,0
EF1,7436244b-2d48-4527-9922-dbd1b5c6c23a,RBSc44,-231:-260,0
EF1,29b89ecd-8301-417b-9615-3a298e9143ed,RBSc44,673:702,0
EF1,88759204-d9f9-4d23-b064-70f65ffc5b4b,RBSc44,-275:-304,0
EF1,767c5d67-c83c-474b-8db3-bf438dc557c2,RBSc36,-692:-719,0
EF1,8db7d423-e2e1-4293-a10f-cc2e905d344f,pac;T1_L3S2P55;RBSc33;symE,1:361;365:421;470:500;501:582,0
EF1,b0122a68-f2d5-4043-ad90-7da9fd1134f5,pac;RBSc36,-1:-196;-197:-227,0
EF1,02760c6b-b798-470b-ae87-2f4fedc41336,RBSc36,1899:1929,0
EF1,3517c67e-681f-482c-a9ef-3f0f7301a15a,RBSc36,-347:-377,0
EF1,30782ec0-c476-4f1a-98d0-7debf86d5b6a,RBSc36,-170:-200,0
EF1,8a893917-fb86-431d-b906-35da5f921e43,pac;RBSc36,-1:-884;-885:-915,0
EF1,6d7571bf-3c68-4106-a5c5-6350ab138c06,pac;RBSc36,-1:-816;-817:-847,0
EF1,b7488b3c-259d-40ce-bb54-e264013f135c,RBSc36,-2048:-2078,0
EF1,4bfb3e37-31d4-41a7-940d-b7d792d1ace6,RBSc36;pac,20:50;51:1041,0
EF1,d3f6a6bf-e235-434b-973f-50f341843a1e,RBSc36,1434:1464,0
EF1,be3f6b8f-f6a8-4d50-9f4b-201fc7e66e6e,pac;T1_L3S2P55;RBSc58;symE;T2_L3S2P21,1:379;383:439;489:519;520:858;862:922,0
EF1,b7283bfe-137f-4a64-bc23-513792dc3890,T2_L3S2P21;symE;T1_L3S2P55;pac;RBSc36,-740:-800;-804:-1143;-1216:-1272;-1276:-3817;-3818:-3848,0
EF1,f82085b6-151f-4fc4-a037-6bc335cbc097,RBSc36,-677:-707,0
EF1,77f7533f-3bbd-4801-bb83-054e408773ba,pac;RBSc36,-7:-99;-100:-130,0
EF1,13070ca8-e5f1-4ea8-825b-f341770c6f6d,pac;T1_L3S2P55;RBSc36;symE;T2_L3S2P21,1:256;260:316;366:396;397:735;739:799,0
EF1,4d712f85-f0ad-4991-a62b-94a0feeb61b0,RBSc44,-1218:-1247,0
EF1,2cd43079-de4b-43b3-b64b-9627055ab778,RBSc44,-623:-652,0
EF1,9e012d80-d7df-45fe-b9b1-e38d1d0161de,T2_L3S2P21;symE;RBSc36,-702:-759;-763:-1101;-1102:-1132,0
EF1,9f95fc64-4276-4ff5-a150-8b10a9ce1780,RBSc44,711:740,0
EF1,070bf2c1-2eba-484f-911a-197e46a15f90,RBSc44,-403:-432,0
EF1,91aaf780-d9b6-4456-a2d5-a120f83bc40f,pac;RBSc36,-1:-151;-152:-182,0
EF1,11db3416-4037-48e5-8460-12edf963babe,pac;RBSc36,-4:-102;-103:-133,0
EF1,0de3e92c-809f-4568-a3dd-13e87945e935,RBSc36;pac,43:73;74:744,0
EF1,0597f1f5-c09c-44dd-bec9-6d1521e4a8ad,RBSc36,1543:1573,0
EF1,80ccd8c4-7f2b-4233-9547-368d9187d8d3,RBSc44,-44:-73,0
EF1,109bbf4f-6378-426d-a9e7-b756a6bd4d57,RBSc36;pac,252:282;283:817,0
EF1,76c7ebfa-53ad-4cf9-a86a-97454e6ff5ef,RBSc36,-412:-442,0
EF1,9b2b84e7-3592-4d91-94cd-d8d1f515160b,RBSc36;pac,918:948;949:1533,0
EF1,331d7e0b-017b-4f6c-90f3-733e15e651dd,RBSc44,154:183,0
EF1,4ba928f1-5356-4ee6-9d9d-657472308c84,RBSc44,-1126:-1155,0
EF1,b5062f97-81de-4aac-89a3-750f16afec10,RBSc36,373:403,0
EF1,270c47c4-8774-4674-bc2d-a5ec8322d4db,T2_L3S2P21;symE;RBSc58;T1_L3S2P55;pac,-2:-42;-46:-383;-384:-414;-466:-522;-526:-1159,0
EF1,936e783a-086f-4c6b-900f-adac883160a6,RBSc36;pac,328:358;359:2475,0
EF1,d3669fa6-66f4-455d-b581-450f25dbdf2a,T2_L3S2P21;symE;RBSc42;T1_L3S2P55;pac,-2253:-2311;-2315:-2656;-2657:-2687;-2735:-2791;-2795:-5325,0
EF1,bf61a6d8-f73f-4d37-a304-da9382a73842,RBSc36,-1855:-1885,0
EF1,d347e40d-389d-43b4-b2d0-584f028b19fb,pac;RBSc36,-1:-581;-582:-612,0
EF1,edd88a8e-fdef-441c-a04a-94aece873cbb,T2_L3S2P21;symE;RBSc42;T1_L3S2P55;pac;RBSc36,-371:-430;-434:-771;-772:-802;-852:-907;-911:-3448;-3449:-3479,0
EF1,0a36fb54-c36e-4555-b12c-b4140a00eb90,RBSc36;T1_L3S2P55;pac,-737:-767;-817:-873;-877:-3213,0
EF1,66de7274-c730-43ee-a45c-399b3391ed6b,RBSc36,-450:-480,0
EF1,a5b20b59-6544-47b1-8e3d-d6e4606c1aea,RBSc44,-1122:-1151,0
EF1,9e5988eb-b945-49c0-bd6f-26cf0ffd4a17,pac;RBSc36,-26:-1230;-1231:-1261,0
EF1,2027b2e3-cc02-4c3d-a0ef-aec365a4b573,pac;RBSc36,-10:-346;-347:-377,0
EF1,c36fa1ea-814f-4bfa-b74d-dc21d56f7b2d,RBSc36,1438:1468,0
EF1,b66663c9-e214-4a49-ae2e-fb39f0144efa,T2_L3S2P21;symE;RBSc36,-9:-69;-73:-412;-413:-443,0
EF1,631c0bdf-636d-47f0-bcef-68d373ea4575,symE;RBSc44;pac,-1:-261;-262:-291;-340:-1672,0
EF1,5649603b-df39-458f-aedd-aef5928d7676,RBSc36,215:245,0
EF1,f30425fa-9ef7-4c93-b09d-b001c652f0db,RBSc42;pac,-14:-44;-92:-435,0
EF1,6f065e67-acb0-439f-97f2-5dd53e595fe6,RBSc36,-97:-127,0
EF1,c6773803-5aa7-44b5-9233-51c8230eac22,RBSc36;T2_L3S2P21;symE;RBSc42;T1_L3S2P55;pac,-1175:-1205;-3682:-3741;-3745:-4083;-4084:-4114;-4166:-4222;-4226:-4731,0
EF1,1b4c0a48-76c5-4e1b-a0e1-a975197dbf90,RBSc36;pac,510:540;541:1671,0
EF1,08888d0f-81d1-4c87-ba6f-e4c6b9645b61,RBSc36,411:441,0
EF1,be992f04-4183-4c4b-8bba-dd60b1a3bac9,symE;T2_L3S2P21;RBSc36;pac,-31:-326;330:389;2870:2900;2901:3703,0
EF1,71c30965-453a-4d2a-b616-8408b28fb77e,symE;RBSc36;pac,-364:-702;-703:-733;-835:-991,0
EF1,a4f34dad-71f7-4814-9cbb-b4c60c9e3e91,RBSc36,771:801,0
EF1,08b8056d-88cc-4683-b27b-e25d7ad2fc7a,RBSc36,868:898,0
EF1,1298270c-1c4f-49c4-87de-e972ab4d6fd3,RBSc36,1543:1573,0
EF1,d3490d38-8d03-4825-a7ed-8524a3926d71,RBSc36,-1255:-1285,0
EF1,d984acae-fe02-41b1-af41-b1f026da8275,RBSc36,578:608,0
EF1,790fab2b-61c4-46a7-a5bc-b6a62b4b9a76,RBSc36,-871:-901,0
EF1,8749a39a-b4e9-4c1b-8c90-30d4abf09f17,RBSc44,444:473,0
EF1,3dfdfaf9-e72c-48a3-b286-80612776352d,symE;RBSc42,-216:-554;-555:-585,0
EF1,2d8cf5f9-d642-4b76-887f-48ea2a49e19f,T2_L3S2P21;symE;RBSc36;T1_L3S2P55;pac,-435:-476;-496:-835;-836:-866;-914:-960;-974:-1402,0
EF1,32deea34-bd26-416a-9bd1-9072bf72febe,RBSc36,-2010:-2040,0
EF1,fcd0c6ba-8fa5-4b56-bb9c-72674e25621b,RBSc36,229:259,0
EF1,729a4be9-056e-4806-85fe-5187eb1f9c64,T1_L3S2P55;symE;T2_L3S2P21;RBSc36;pac,1310:1361;1380:1716;1720:1778;4258:4288;4289:4657,0
EF1,bfa0ba8c-ecd0-4ed2-b5bc-8508600a9216,RBSc36;symE;T2_L3S2P21,34:64;65:403;407:466,0
EF1,449ff10e-4366-49b3-a36f-65f566abad27,symE;RBSc42;T1_L3S2P55;pac,-1:-140;-141:-171;-220:-276;-280:-470,0
EF1,746e2ed0-12c2-4368-ae37-7be66d180d90,RBSc44,31:60,0
EF1,82c3eb21-ecf5-49e8-baae-6a0006211771,RBSc36;pac,688:718;719:1585,0
EF1,626acec5-f48a-49b6-be01-047388e52646,RBSc36,629:659,0
EF1,f005c4d1-9b4e-48fa-8272-1460633c82a7,symE;RBSc42;T1_L3S2P55,-1:-188;-189:-219;-267:-306,0
EF1,9d6a9294-5267-4169-b5f0-b9467786a815,RBSc36,1224:1254,0
EF1,0b68b1cb-cc27-42af-97b7-4beda094ffcb,RBSc36,-144:-174,0
EF1,3e46aee0-e65e-418d-979e-5ccc13355370,symE,-3:-298,0
EF1,4a728ecf-1d88-4575-a68a-d846ec60d3d7,pac,-1:-714,0
EF1,f566a58b-5492-4c74-a968-c560b110c91a,pac,1:199,0
EF1,6b609502-9edc-4897-aca0-26836f176c69,T2_L3S2P21;symE,-276:-338;-342:-411,0
EF1,63dffd67-cb74-4671-a675-e83c23930c98,pac,-1:-277,0
EF1,f5daedbe-5c04-4bb3-b389-fba9ba5cc927,pac,-1:-579,0
EF1,7f8d98e2-8d10-4964-8e79-350c5efef83e,pac,31:1301,0
EF1,08a0330a-b691-436b-86d8-dc25a1758f92,pac,1:1876,0
EF1,b1c4f8ac-05e3-4ad8-a430-2887fea71513,pac,-1:-648,0
EF1,8dae2b4f-2444-4ecb-a9fd-d2dcd205ea1c,pac,1:277,0
EF1,ccdad2b7-d8a2-4890-9c7a-d2da265d15f5,pac,-1:-834,0
EF1,2c00c23e-29fd-42d4-beaf-d1dd18373bec,pac,-1:-224,0
EF1,f7803e73-0243-45ec-b615-36bc3f31c0df,pac,-1:-1358,0
EF1,39f170a5-ff12-4b84-9804-b455b97e7422,symE,-18:-217,0
EF1,11649058-66df-419c-9f96-ff0634cda1b0,symE;T2_L3S2P21,1:45;49:99,0
EF1,90f2e53a-015d-471a-94cd-24ca19626ddd,pac,18:457,0
EF1,d1a09bb2-f3c8-4998-b5d9-cfd5996050e5,pac,1:812,0
EF1,3183dd5a-839a-464b-a2de-518113e691f0,pac,1:358,0
EF1,35cdbdfa-61b0-41ab-9928-edcbdbd1df9a,pac,1:369,0
EF1,76b6b0c6-ccb2-4515-9b05-c7546f991263,T2_L3S2P21;symE,-390:-446;-452:-651,0
EF1,6617b797-5579-43c6-9062-a781f446ca37,T2_L3S2P21;symE,-398:-458;462:703,0
EF1,01712eb7-cadd-45be-be3b-c3760b6ecaa0,symE,-304:-637,0
EF1,86e46bcd-4d52-4dab-80c4-f50043643d65,pac,1:312,0
EF1,0443029c-65fd-42fc-a8c2-480df27ff761,pac,-1:-303,0
EF1,230cfdcb-1de1-477f-abb2-5cbd1e4f1582,symE,1866:2137,0
EF1,664b3dcf-142c-4bec-a621-e4c6ab4bb766,pac,-1:-1162,0
EF1,1f169174-a756-4143-97c2-0d86ba2a9f93,pac,-1:-696,0
EF1,94e17f91-b4ec-40f4-a268-9ade8cd6a14e,symE;T2_L3S2P21,1:39;43:89,0
EF1,984c3e54-5b92-4271-b596-b2257d0e82d9,pac,-1:-1561,0
EF1,a5f406fe-871b-4e52-84fd-c7149e0f2204,pac,-1:-990,0
EF1,a8f56da0-36c1-41dc-b98a-86b0003fcb52,pac,1:1292,0
EF1,ca2e2975-a509-4363-84aa-c38e15753785,pac,1:446,0
EF1,54e022f1-5eec-4aea-a819-513605da8243,pac,-1:-316,0
EF1,0ac989b1-1998-47c4-be58-13d02c2f9c48,pac,6:491,0
EF1,404dd8fa-b258-4479-9ca9-1e6a16df737c,pac,1:124,0
EF1,2515b0d6-4f6a-43ad-bee3-73f4cab7093d,T2_L3S2P21;symE,-1057:-1117;-1121:-1161,0
EF1,b4602038-0410-4375-8fea-648c822b28ab,pac,-3:-265,0
EF1,e3dd6f59-6f53-4449-9996-178a4f8c4e4f,T2_L3S2P21;symE;T1_L3S2P55;pac,-375:-427;-431:-769;-852:-905;-909:-3445,0
EF1,72f2b3cf-baaa-44ed-a24f-91bec5ff0966,pac,-2:-1885,0
EF1,aca21b3d-2021-4b1c-a2c3-31b1508a2065,pac,1:166,0
EF1,c456101f-9ad5-454c-af56-260bcbea2148,pac,5:636,0
EF1,3e8ec14d-6007-42ca-89b4-f012d53fd2d3,symE,-21:-256,0
EF1,f9c213ab-b156-4d49-a1c5-51eae4aa7fd7,pac,-1:-468,0
EF1,1512997c-0b74-4340-9204-a6db1012e188,T2_L3S2P21;symE,-369:-429;-433:-560,0
EF1,f36ba721-0fb1-4f6c-93b5-5b8b9b58f64c,pac,-18:-377,0
EF1,d3355ae4-5ce2-48ec-b1d0-49f897fb807c,pac,-1:-172,0
EF1,8c2e2d0c-78fd-458f-bd6f-d2243ea06ba0,pac,1:1280,0
EF1,af4cbe50-b0bf-4820-8048-43c256ce1f5e,pac,9:554,0
EF1,d5d28ce6-716c-4620-80d0-613c0075cd48,pac,-1:-152,0
EF1,67bc6f5e-35b3-4d94-bde2-7fe534641aed,pac,1:565,0
EF1,7a0b7aa6-5e36-4ac1-8701-c579d53a8c40,pac,-1:-525,0
EF1,4b536c38-2ff3-4665-be2b-337e083be6ff,pac,-1:-613,0
EF1,e4e341c2-1fbe-4803-a893-df03673de86a,pac,-1:-392,0
EF1,aa273d6f-2eed-4503-ac05-2b65b10d3470,pac,1:342,0
EF1,4ea413d4-b1e2-43cd-90e5-c3bf6dc46436,pac,-1:-308,0
EF1,69c25ba8-1976-4989-afb5-70834f48ad7f,pac,-1:-1221,0
EF1,c8e405c4-82e4-43e1-851a-3d986f34998a,T2_L3S2P21;symE;T1_L3S2P55;pac,-726:-774;-789:-1125;-1199:-1254;1258:3539,0
EF1,4f4d37a1-ad53-4b0f-acf2-dc6c75b46821,pac,1:1339,0
EF1,7847fbe5-29ab-496f-820e-32c9cf234f8c,symE;T1_L3S2P55;pac,-5:-346;-356:-412;-416:-574,0
EF1,f08a1981-8bbb-4b60-bdfc-89ab37d9855d,pac,4:283,0
EF1,a4e221e0-bb27-4ed7-9c3c-554c0854250e,pac,1:692,0
EF1,e294ef61-a58c-4c5e-8b1e-21befb5d4c62,pac,17:497,0
EF1,cab442c9-1af6-4681-80cc-13a9fdf65782,pac,1:468,0
EF1,5b1f8aee-f31d-4101-8d04-fefb0e0acde5,pac,-6:-872,0
EF1,172faf11-b9e3-4d43-9361-11456ac4741f,pac,1:873,0
EF1,ab01463b-a6ce-43ab-8952-7832033fa8ef,T1_L3S2P55;symE;T2_L3S2P21,18:74;84:414;418:478,0
EF1,3438ee53-5e38-4b22-94f6-0559b21d872d,pac,3:221,0
EF1,0b5000f9-3991-4088-ba73-e535c835ea6f,symE,1:189,0
EF1,489a7ea1-b845-4d18-89fd-3bec51cdcbe0,pac,1:1125,0
EF1,4ca8315d-6d49-46a3-b10a-44780cce3d4f,symE;T2_L3S2P21,7:172;176:218,0
EF1,961b08d3-b6e1-41ca-b20d-c0c272f7bc7a,symE,-1157:-1394,0
EF1,ce9ad5c1-58b5-4b1d-a1bc-a0d880fc5487,symE;T2_L3S2P21,-1:-248;252:312,0
EF1,780f6815-de1f-4103-ba28-343bfd10e272,pac,1:666,0
EF1,2f64b640-9469-4b8c-8ad3-c5fd27efdb61,pac;T1_L3S2P55;symE;T2_L3S2P21,1:210;214:270;280:617;621:676,0
EF1,bed08247-a237-4161-a901-356b3cd6d84f,pac,-1:-848,0
EF1,d7bc125e-5495-45b6-a317-619ec785ec78,pac,-2:-758,0
EF1,2bd480fe-9bd6-4fd7-be94-707e730887dc,pac,1:543,0
EF1,36b30e86-dab1-4349-b38e-2ef17c8c1f94,pac,1:2038,0
EF1,0747c2b7-e6e5-4d45-9811-53daf2dea08e,pac,1:356,0
EF1,9de1c9f6-82a5-4f28-9ab3-dca8c683b10a,pac,1:120,0
EF1,98d08429-83c8-4fb1-83c2-fd198957be89,T2_L3S2P21;symE,-577:-635;-638:-866,0
EF1,56edeb0e-d169-4aaf-aeed-59688ce9ea5f,pac,-10:-603,0
EF1,a21bbe0c-2ffa-4bfc-acf7-282204810fb5,symE,1:237,0
EF1,09b1d27d-3245-4abe-a0fa-3e423c3807fd,pac,1:453,0
EF1,8169ace2-e330-4f11-899d-20474d105018,pac,-1:-401,0
EF1,b9aa66a6-b829-4134-bc71-c13bee6522d3,pac;T1_L3S2P55,-1:-1705;1709:1765,0
EF1,2d7a42c1-ceb5-4859-b45f-0c0dd23af7a2,symE;T2_L3S2P21,9:127;134:194,0
EF1,58b07054-6d45-4dfd-b8e9-b98a2d0c8d40,pac,-1:-1918,0
EF1,b2ee79db-a514-4331-9978-cab4d3511b22,symE;T2_L3S2P21,1:61;71:124,0
EF1,a141d186-b6a6-4efd-a819-c0df980444f5,pac,-1:-1518,0
EF1,1e661a64-0289-457e-af29-c8c9dc41c23d,pac,3:1413,0
EF1,a3f8d7fc-ee6e-4de2-87e4-23457b95b277,pac,-1:-808,0
EF1,60f400a2-faaa-4ba6-bd90-79023d0eaf30,pac,1:247,0
EF1,c6280c2b-7457-4db7-94b7-7ca34b79bdd2,pac,-1:-309,0
EF1,aec68416-813e-4e7d-b486-97f5749366ca,pac,-1:-109,0
EF1,4d2f0a40-73b0-4a47-9203-9ab96fd14ddc,pac,-2:-346,0
EF1,62e5baf4-4695-4f5b-8041-73bbd2514d4f,symE,-264:-384,0
EF1,69c79874-e074-4033-94aa-bc0171a8e682,pac,-1:-255,0
EF1,1cfd928b-c814-4fcc-b5b3-6f1291f7a6fa,pac,-1:-637,0
EF1,114c2e4d-a25a-4cf8-9212-2f4aeb1ed0b6,pac;symE,1:369;440:772,0
EF1,c62ed14a-af10-46a2-99b3-829aeb238bca,pac,23:441,0
EF1,54809d1b-56eb-42d7-9376-cf78ef7c321a,pac,17:645,0
EF1,7835fa09-8b79-45f5-9a29-28ffb8a4a601,pac,-1:-1949,0
EF1,e0ec2bcc-9027-4023-ab28-d4bdddc0eeae,pac,1:1958,0
EF1,1f3e7a26-e5a5-447b-afcc-cf37a6cb932d,pac,-5:-427,0
EF1,af1f4d59-fb15-472b-b517-a5ac26101fe9,symE,7:275,0
EF1,e0dac3b7-f6ff-4fd2-9568-1d565b681fab,pac;T1_L3S2P55,1:297;303:353,0
EF1,70a215a8-4b63-4399-8823-701d1deafca6,pac,1:541,0
EF1,8df40a98-7ade-4d42-b6e1-5ba12595f679,pac,1:628,0
EF1,41f852f3-1738-4536-a435-6e2632ce80dc,pac,-1:-633,0
EF1,b30103c3-51f1-47f9-b072-84518cb3aa42,pac,3:1306,0
EF1,eed10625-5f32-4a57-aace-ca1f29045751,pac,7:1244,0
EF1,eb325c7a-d9d8-44cf-8c53-826808dd7c9a,pac,-1:-279,0
EF1,e9ce7804-ee6d-4b9f-bf82-1f01443678c0,pac,1:227,0
EF1,f676d14c-8cd9-4dfe-b0ba-7aef6ad8d321,pac,1:587,0
EF1,6ac1ef1f-60ee-4590-86f9-fe4669802aa9,pac;T1_L3S2P55;symE;T2_L3S2P21,1:383;387:443;453:789;793:850,0
EF1,6b84e33c-932d-47f8-abc4-7f604f0051b1,pac,2:288,0
EF1,64014585-c2a3-4b5a-888d-b5a111f7cd9a,pac,1:335,0
EF1,27ad8b29-27b7-4f12-863e-b347acccaaa8,pac,-1:-865,0
EF1,fde3d1af-31be-4eda-9eef-dd0cdbe6e08e,pac,-1:-221,0
EF1,80939856-0d45-4f02-a03c-7d5b906c5c28,symE;T2_L3S2P21,1:217;221:276,0
EF1,f8a80717-e6e7-4f77-8555-7703d8307c21,pac,14:1430,0
EF1,eef761b7-015f-4f39-9720-c312302d3ef4,T2_L3S2P21;symE,-1291:-1351;-1360:-1483,0
EF1,16973ca2-92ea-4344-84eb-7ef1ff5c3adb,pac,-1:-636,0
EF1,c296d002-6ddf-463b-b6d8-4e2cb3390ad6,pac,-1:-268,0
EF1,b219d0db-ba57-411d-aa42-d1e80480cdfe,pac,-14:-547,0
EF1,0bc98ca1-de11-4357-ac8e-a884e3ae1596,pac,-6:-199,0
EF1,a3fcf86b-30f5-405a-b075-16998be02344,T2_L3S2P21;symE,314:368;-378:-716,0
EF1,475dea69-1bca-43a2-9c49-236c0c47c3d2,pac,1:986,0
EF1,e3ec0042-4f61-4864-9098-44a8d2215318,symE,-1:-304,0
EF1,7a481766-8e05-4879-9f94-0991ebdfc5e9,pac,-2:-1609,0
EF1,8f942a59-f6a1-400c-a195-7f32a940c83f,symE;T2_L3S2P21,-9:-261;265:324,0
EF1,62a733b3-ce44-42d4-b5e8-e06ea6a8e564,pac,1:387,0
EF1,2ca516a1-734d-4df0-a0e2-6fd3cf05e036,symE;T2_L3S2P21,1:147;151:212,0
EF1,a5032514-354a-4823-8fec-420f94ee9a7d,pac,1:500,0
EF1,43da9da4-a484-4ea2-8bbd-0f61b3abd0cd,symE,1092:1378,0
EF1,7e22153e-1bc5-43d4-b385-730dabf37cd9,pac,1:237,0
EF1,73ade669-15b6-4c42-a875-ec137f5d0b4b,pac;T1_L3S2P55,1:173;183:239,0
EF1,1f3b5161-8d76-409a-8fb9-970cf16ef660,pac,-3:-468,0
EF1,2b042e16-e8f4-45e9-b3e3-decbd07bce76,T1_L3S2P55;pac,-394:-441;-453:-1313,0
EF1,65d639e5-2d44-4f75-95b1-39d204e02503,pac,1:2151,0
EF1,643127df-5cb8-4937-adb4-87311bb95bc1,pac,1:1149,0
EF1,bcdc06dd-9708-4ba2-9131-567d88577d5c,pac,-1:-1397,0
EF1,b3b723c2-c112-41fb-9a8f-7ef2fa6de377,pac,5:1132,0
EF1,aa1056a2-d648-4b92-b91b-65ed030a8373,pac,1:801,0
EF1,348e1d45-5d08-4e23-9657-d92f5ac0aead,pac;T1_L3S2P55,1:761;765:821,0
EF1,e574e8f7-eb00-4412-9234-53b4bba6a27c,pac,1:489,0
EF1,1a6999f9-7fd8-421e-ad9a-22bb4a0baafb,pac,-4:-491,0
EF1,4acd5426-35e8-4521-a6ea-30f331adf502,pac,-1:-237,0
EF1,8b078ff7-022c-429c-b8db-0dbfb824e2ac,pac,-1:-713,0
EF1,5388a632-0454-4b51-ad6e-135e79d37218,pac,1:150,0
EF1,0094b1a5-3943-4ce9-b6bc-3db99767eb7b,pac,-1:-239,0
EF1,89008fee-a055-4166-b22f-4b14736cce75,pac,1:883,0
EF1,c07d7663-27db-4e35-abb6-9f051b7bb233,symE,-6:-290,0
EF1,46ae5a02-18b2-4fc2-ba6b-9a6d7a3e5a52,pac,-25:-171,0
EF1,6aa37f26-d325-4204-bf45-06e7c8cb1b4e,pac,-1:-1337,0
EF1,58720271-89f0-4954-9d12-3fe2310e7e13,T2_L3S2P21;symE,-365:-425;-429:-498,0
EF1,8525ca8f-a561-4d80-adbf-d74dad25bfa9,pac,1:1388,0
EF1,ee7fc7a2-1812-4659-8e9e-0e44b243aba8,pac,1:378,0
EF1,eb3a1e8c-4e74-47cf-a821-98ab5076c0a0,pac,-6:-711,0
EF1,b0735310-5acd-428d-bc29-d3e2b10dd210,pac,-13:-440,0
EF1,36da7851-60e8-46c0-bbc7-f3835d90ce49,pac,4:408,0
EF1,6aa6fb91-7529-4eff-a901-a1115a2308d1,pac,1:1124,0
EF1,88aa9745-5741-4c90-aa44-a045df302fd5,pac,1:224,0
EF1,f680fd52-9826-45e0-abeb-1be17e43524d,symE,-269:-306,0
EF1,9389dd9e-4dc1-4e46-ad38-3daaccb2e013,pac,-1:-153,0
EF1,0375b762-437d-41ff-a51c-6439fd844ef6,pac,-1:-602,0
EF1,51827d1e-1e6b-491f-b77e-38171ca038fb,pac,5:359,0
EF1,06885454-4b02-4163-952f-31d7a889166e,symE,9:272,0
EF1,4e57ad3a-0136-4e20-bced-93144160093a,pac,-1:-289,0
EF1,a00d2b2f-08f2-4d1b-827c-985c291ac57a,pac,-1:-417,0
EF1,85f2bb0e-dfbd-46b2-ae3d-c44ba069ddf0,pac,-1:-561,0
EF1,3ec55174-be7d-45cd-befd-9d7d466fb1b7,T2_L3S2P21;symE,-366:-426;-430:-570,0
EF1,3935bafb-6fdd-422f-ad66-488fec62dc8d,pac,1:275,0
EF1,bc7b6a6d-2a15-4069-898d-32df268c2197,T1_L3S2P55;pac,-2639:-2694;-2698:-3845,0
EF1,af5d6213-4a90-4448-ab5d-963943883cfb,pac,-1:-490,0
EF1,3db73495-7ca7-44ae-8061-a82772ec1431,pac;T1_L3S2P55;symE;T2_L3S2P21,22:119;123:179;255:586;593:652,0
EF1,63ff5454-c9fd-4188-9ed3-0c18dafbbf19,pac,1:540,0
EF1,fef5175d-2f58-489d-8ed6-5b93ac4440b2,pac,-1:-318,0
EF1,9642016c-5133-43dd-b46d-86732255fcd6,pac,-59:-1496,0
EF1,0fe0af8b-6a07-4eb4-805e-6fbd0a1011e8,pac,1:241,0
EF1,00de586c-48c0-4ea0-8bed-6f9ca810d6e7,pac,1:724,0
EF1,888888f1-c18e-445e-a3b6-a5fea9c381d9,T1_L3S2P55;pac,-6:-58;-62:-1505,0
EF1,7bdda597-ff9f-4b15-9f16-221c95b7a818,pac,-7:-759,0
EF1,8014ab80-234b-419c-aee6-b168749adfc7,pac,-1:-951,0
EF1,b2f4cdb1-6802-4a20-affa-e24830a0d777,pac,1:499,0
EF1,9673a6c0-a71c-482c-ba62-a210dccf991e,pac,1:468,0
EF1,65b0b19c-ab49-4c98-ac72-e93eb1cb96a7,pac,1:310,0
EF1,69333030-6a6e-4868-9879-0792e09879de,pac;T1_L3S2P55;symE;T2_L3S2P21,1:677;681:737;747:1083;1087:1147,0
EF1,3e71aec0-372e-4f96-94ec-227f71102f8c,pac,-12:-589,0
EF1,0c329128-63a3-4d87-b363-581168c2b681,pac,-1:-696,0
EF1,5f721929-5e86-4ec1-9b0d-9246dd914599,pac,1:485,0
EF1,878fcf08-f46b-4425-aa13-5ed237081ca1,T2_L3S2P21;symE,-218:-281;285:620,0
EF1,8a2855f5-f1d5-434b-949b-c038687de981,pac,1:437,0
EF1,ffaa8001-3f0c-4bca-84e3-9f2387c9bead,symE,-13:-195,0
EF1,2f82864a-4739-43a3-89fd-9a352e5bc64c,pac,1:139,0
EF1,d32cf685-89c3-46bb-ae1f-31640c2be885,pac,-1:-189,0
EF1,82bd067e-b70c-42af-b8d9-6175c9e82dd0,T2_L3S2P21;symE,-197:-254;-258:-310,0
EF1,99ab7dc3-c8e2-4985-9148-4f4e1bec0d48,pac,-1:-2506,0
EF1,e9827002-3de8-46aa-a43a-9b80791c4da1,T1_L3S2P55;pac,-33:-91;-95:-591,0
EF1,e9310cfe-4394-47cb-8f7e-ebcb3e5f4787,pac,-1:-371,0
EF1,78acae36-35bb-4e31-9b5a-175bbc6044dd,pac;T1_L3S2P55;symE,1:113;117:173;181:465,0
EF1,b4dd5404-52b7-4c3a-a4ee-a8d85b4aafe4,pac,1:434,0
EF1,e9015fe8-da2f-4cb3-8671-8865528a084d,pac,-4:-877,0
EF1,778fc128-bee7-48da-9ab9-4d7656f578ad,pac,-5:-488,0
