experiment,read,sequence,start_flank,end_flank,read_length
M,3654fb0e-90f4-43d9-8cc8-f2ef127c39da,1:988-no_hits;989:1044-T3_ECK120033737;1123:2338-dctM:siaM;2339:2338-no_hits,988,0,2338
M,a330d5dd-570f-4dcb-ab2a-8825f944b159,1:925-G_24769;926:945-no_hits,0,20,945
M,b6d69bdc-550d-4e45-ac1c-657ac83e865c,1:1477-no_hits;1478:2837-igoT;2838:2952-no_hits,1477,115,2952
M,94b3da50-e733-411e-855b-e9ea7a552a8b,1:1301-no_hits;1302:2271-G_24769;2275:2328-T3_ECK120033737;2329:3888-no_hits,1301,1560,3888
M,1e6a1779-48e9-46dc-9ce8-aa7083365cfe,1:36-no_hits;37:537-igoT;538:3197-no_hits,36,2660,3197
M,e9da4703-ce8d-42d8-8e2f-eb9f221e1f5f,1:399-no_hits;400:456-T3_ECK120033737;460:1408-dctM:siaM;1409:1408-no_hits,399,0,1408
M,cdfdb638-4522-4454-be15-da0f0073af98,1:544-dctM:siaM;545:544-no_hits,0,0,544
M,43dea614-8dec-4c76-bf70-bf0fb7851208,1:2334-no_hits;2335:3683-igoT;3689:3746-T1_L3S2P55;3854:3895-T3_ECK120033737;3896:4471-no_hits,2334,576,4471
M,3559422c-957e-4bff-8e88-ab7a7cd9062d,1:1340-no_hits;1341:2308-G_24769;2323:2378-T3_ECK120033737;2379:3476-no_hits,1340,1098,3476
M,4e4af74e-519f-421a-a15d-c62fda7bcbac,1:14-no_hits;15:373-siaT;377:428-T1_L3S2P55;429:1145-no_hits,14,717,1145
M,21989c1b-d4d7-4b93-8179-6116cfaa659a,1:1864-no_hits;1865:1921-T1_L3S2P55;1925:2394-siaT;2395:3465-no_hits,1864,1071,3465
M,b4143542-7775-4882-a0d7-4a003bd87a7c,1:243-no_hits;244:288-T1_L3S2P55;300:1658-igoT;1659:5237-no_hits,243,3579,5237
M,436ff6fc-1199-45b7-a86d-d41e52e7114c,1:1584-no_hits;1585:1642-T3_ECK120033737;1643:2579-no_hits,1584,937,2579
M,ce9f8ca3-8fc4-461f-8481-6531a731b8ae,1:1178-no_hits;1179:1235-T3_ECK120033737;1236:2208-no_hits,1178,973,2208
M,1c7a5398-e8b9-4425-b964-aa45e60fbb19,1:609-no_hits;610:665-T3_ECK120033737;666:1275-no_hits,609,610,1275
M,6ac04a1a-4b27-4d81-a69c-f06c8481c3fe,1:799-no_hits;800:851-T3_ECK120033737;852:2918-no_hits,799,2067,2918
M,4422e8c2-e37f-4ac9-8359-ad49a0b80c66,1:1510-no_hits;1511:1567-T3_ECK120033737;1568:2895-no_hits,1510,1328,2895
M,37296556-6a27-44b4-b784-a56810817536,1:998-no_hits;999:1053-T3_ECK120033737;1054:2936-no_hits,998,1883,2936
M,984a7974-39ad-445e-a8d5-8c6819812bc0,1:610-no_hits;611:667-T3_ECK120033737;668:2933-no_hits,610,2266,2933
M,1559c1d2-a31e-4783-97b8-03811962d242,1:2152-no_hits;2153:2209-T3_ECK120033737;2210:2878-no_hits,2152,669,2878
M,75d2c3f7-ebde-431d-b353-ed8bfdbf68f5,1:54-no_hits;55:109-T3_ECK120033737;110:2960-no_hits,54,2851,2960
M,7078ac23-9f84-49d1-b0a5-de3ddf8a795e,1:2148-no_hits;2149:2205-T3_ECK120033737;2206:2888-no_hits,2148,683,2888
M,f794e134-df3a-4427-aa08-45048ee15491,1:178-no_hits;179:235-T3_ECK120033737;236:1015-no_hits,178,780,1015
M,a88d6cb4-bf55-4c17-a6f2-9c4a72b1db38,1:321-no_hits;322:378-T1_L3S2P55;425:481-T3_ECK120033737;482:2911-no_hits,321,2430,2911
M,752f4567-0fe6-4ad6-bb38-c5920341aae3,1:1246-no_hits;1247:1283-T3_ECK120033737;1284:1283-no_hits,1246,0,1283
M,ff073f3d-b0de-489b-94a2-1f07c027d41c,1:2592-no_hits;2593:2649-T3_ECK120033737;2650:2889-no_hits,2592,240,2889
M,4b4fb0ca-9c23-4717-9f14-399b5d4a9a4f,1:1809-no_hits;1810:1866-T1_L3S2P55;1867:3654-no_hits,1809,1788,3654
M,7c08bd8b-080f-494f-9a6b-c888b3e13c87,1:2227-no_hits;2228:2284-T3_ECK120033737;2285:3632-no_hits,2227,1348,3632
M,82f7448f-9bff-4db4-9f63-4b33c6a2885f,1:2538-no_hits;2539:2595-T3_ECK120033737;2596:2887-no_hits,2538,292,2887
M,c820adf3-b472-4377-a569-7933f9d583fe,1:2297-no_hits;2298:2353-T3_ECK120033737;2354:2419-no_hits,2297,66,2419
M,d53e5d70-5171-4a84-a08a-decf06505fed,1:49-no_hits;50:104-T3_ECK120033737;105:2361-no_hits,49,2257,2361
M,9d7ffb50-3406-4b42-81a7-dca51ee220e8,1:687-no_hits;688:745-T3_ECK120033737;746:2891-no_hits,687,2146,2891
M,2a3e25da-05ca-4006-a6ec-dd7ea2ab0731,1:2587-no_hits;2588:2644-T3_ECK120033737;2645:2883-no_hits,2587,239,2883
M,f24c7cad-1ba1-41b3-aaa5-8f13e43ac37f,1:133-no_hits;134:188-T3_ECK120033737;189:2888-no_hits,133,2700,2888
M,72064488-0731-4feb-b4a3-fd689c107a19,1:1928-no_hits;1929:1982-T3_ECK120033737;1983:2880-no_hits,1928,898,2880
M,0bf42870-ac14-4ff6-9cc4-90c59417fda3,1:851-no_hits;852:908-T3_ECK120033737;909:2888-no_hits,851,1980,2888
M,29a8a1da-c00f-40a9-8a82-2768cb928a0e,1:1705-no_hits;1706:1761-T3_ECK120033737;1762:2866-no_hits,1705,1105,2866
EF1,f58a56a4-9215-457a-a1ef-2942906902b6,1:2141-no_hits;2142:2202-T2_L3S2P21;2206:2544-symE;2545:2575-RBSc36;2579:2613-J23107;2624:2679-T1_L3S2P55;2686:5221-pac;5256:5290-J23118;5291:5572-no_hits,2141,282,5572
EF1,687e9abd-f886-4283-a7ce-225d298a29b8,1:792-no_hits;793:827-J23116;831:861-RBSc58;862:1200-symE;1204:1263-T2_L3S2P21;1264:2269-no_hits,792,1006,2269
EF1,b1ef419b-8bd1-459c-acf9-b3c167278548,1:1015-no_hits;1016:1076-T2_L3S2P21;1080:1417-symE;1418:1448-RBSc58;1698:1732-J23102;1733:2264-no_hits,1015,532,2264
EF1,d0c6f5c8-ce82-466b-9c00-d6cb4e1d3bde,1:101-pac;102:132-RBSc36;136:170-J23116;171:557-no_hits,0,387,557
EF1,d68e9642-1d27-46ab-9842-4c9e6e177c2a,1:559-no_hits;560:594-J23116;595:1783-no_hits,559,1189,1783
EF1,cf0d68be-6ac2-4a71-8c99-1e470a5d5306,1:261-symE;262:292-RBSc58;296:330-J23113;341:397-T1_L3S2P55;401:882-pac;883:882-no_hits,0,0,882
EF1,c04147e4-3981-46ee-a491-14c06ea817bf,1:14-no_hits;15:1259-pac;1263:1318-T1_L3S2P55;1329:1363-J23118;1367:1397-RBSc36;1398:1561-symE;1562:1563-no_hits,14,2,1563
EF1,eca9bc1f-e4c0-4de1-85d5-40ff867a3bda,1:834-no_hits;835:869-J23116;3296:3356-T2_L3S2P21;3360:3687-symE;3700:3755-T1_L3S2P55;4543:4630-pac;4631:4630-no_hits,834,0,4630
EF1,701af728-89e5-4a11-ae24-73797c782c8e,1:251-no_hits;252:286-J23118;290:320-RBSc36;321:2785-pac;2786:2786-no_hits,251,1,2786
EF1,84cbd50b-969d-4724-a4a5-3d1595820444,1:594-no_hits;595:655-T2_L3S2P21;659:998-symE;999:1029-RBSc36;1033:1067-J23107;1083:1132-T1_L3S2P55;1136:2691-pac;2692:2691-no_hits,594,0,2691
EF1,66a4f829-58e0-4344-8cb9-fb03b3438e5b,1:969-pac;970:1000-RBSc36;1004:1038-J23107;1039:2859-no_hits,0,1821,2859
EF1,873e3763-6d7f-4b30-b1df-36abd479ed5a,1:48-no_hits;49:79-RBSc13;83:117-J23113;128:184-T1_L3S2P55;188:2724-pac;2725:2756-RBSc36;2759:2793-J23107;2794:4465-no_hits,48,1672,4465
EF1,f3985bf9-40e5-475a-808d-e8018ce3ee0e,1:330-symE;331:361-RBSc58;410:466-T1_L3S2P55;471:3004-pac;3005:3035-RBSc36;3039:3073-J23100;5519:5579-T2_L3S2P21;5580:5580-no_hits,0,1,5580
EF1,a5b44f32-0b39-4649-be67-401217e9247f,1:1915-no_hits;1916:1950-J23107;1951:2230-no_hits,1915,280,2230
EF1,0d671a38-737c-475f-9fb1-b34a5dc0ef81,1:339-no_hits;340:400-T2_L3S2P21;404:742-symE;743:773-RBSc58;777:811-J23113;822:878-T1_L3S2P55;882:3430-pac;3431:3461-RBSc36;5711:5745-J23107;5746:6325-no_hits,339,580,6325
EF1,05011c73-b883-4d7d-ba90-d0db45dea5d7,1:447-pac;481:515-J23116;516:1077-no_hits,0,562,1077
EF1,e4fa7d1c-d418-4457-a2ac-998da00dfd16,1:508-no_hits;509:543-J23102;547:577-RBSc36;578:3114-pac;3118:3174-T1_L3S2P55;3185:3219-J23113;3223:3253-RBSc58;3254:3592-symE;3593:3765-no_hits,508,173,3765
EF1,8ca57bcf-819b-4558-98bc-069ecfb364e5,1:1208-pac;1212:1268-T1_L3S2P55;1280:1314-J23118;1355:1688-symE;1692:1752-T2_L3S2P21;4191:4225-J23116;4229:4259-RBSc36;4260:5555-no_hits,0,1296,5555
EF1,7c263201-ee94-40ae-912e-00a91362f761,1:410-no_hits;411:445-J23116;446:2228-no_hits,410,1783,2228
EF1,a5782ce8-d25c-4a3a-bfb2-c49ef9bc8d85,1:1016-no_hits;1017:1051-J23116;1052:1180-no_hits,1016,129,1180
EF1,1231478e-fa3a-49a6-b208-b72c3ba2281e,1:184-no_hits;185:219-J23116;220:698-no_hits,184,479,698
EF1,93a0952c-1546-4d05-9492-b2f84dfee094,1:960-no_hits;961:995-J23118;996:1136-no_hits,960,141,1136
EF1,ca44f0ec-e4ee-48f4-8c33-9ecaa0bb90f6,1:527-no_hits;528:562-J23107;566:596-RBSc36;597:1010-pac;1011:1010-no_hits,527,0,1010
EF1,4366da0d-8ecf-42a4-bd6f-5e2f70fb4968,1:320-no_hits;321:355-J23116;356:2215-no_hits,320,1860,2215
EF1,911e03c1-486a-4d6f-989e-d9fa32b3c683,1:1-no_hits;2:1041-pac;1075:1109-J23100;3558:3618-T2_L3S2P21;3622:3853-symE;3854:3853-no_hits,1,0,3853
EF1,ef0fad41-bdd3-4f59-853b-a1da5fce4875,1:298-no_hits;299:357-T2_L3S2P21;2839:2869-RBSc36;2870:5408-pac;5412:5467-T1_L3S2P55;5478:5512-J23113;5516:5546-RBSc42;5547:5583-symE;5584:5583-no_hits,298,0,5583
EF1,83ce6027-53f7-4fcf-8e50-b1668ff7debb,1:9-no_hits;10:170-pac;174:225-T1_L3S2P55;239:273-J23116;277:306-RBSc44;307:645-symE;649:707-T2_L3S2P21;708:893-no_hits,9,186,893
EF1,88260580-b34b-4437-8c42-f80dcb5ff67f,1:245-no_hits;246:306-T2_L3S2P21;2750:2784-J23113;2788:2818-RBSc36;2819:5347-pac;5351:5406-T1_L3S2P55;5416:5491-symE;5492:5491-no_hits,245,0,5491
EF1,aa973ca5-163c-46f2-b14f-cde47010e6ca,1:1178-no_hits;1179:1213-J23113;1248:3788-pac;3792:3848-T1_L3S2P55;3859:3893-J23118;3897:3927-RBSc36;3928:4266-symE;4270:4330-T2_L3S2P21;4331:5583-no_hits,1178,1253,5583
EF1,17350c18-02f5-484c-aae1-104ce70a1a5b,1:1787-pac;1793:1848-T1_L3S2P55;1859:1893-J23107;1897:1927-RBSc36;1928:1960-symE;1961:1960-no_hits,0,0,1960
EF1,2ad08621-f9f6-4197-81fa-1bece67a57df,1:1878-no_hits;1879:1913-J23116;1914:2223-no_hits,1878,310,2223
EF1,80987935-dde7-4aeb-9ab1-e9fc58f0bddb,1:242-no_hits;243:277-J23102;314:841-pac;842:841-no_hits,242,0,841
EF1,b9bbc222-f4b4-4216-b42c-06fee972467d,1:455-no_hits;456:490-J23118;494:524-RBSc36;525:747-pac;748:749-no_hits,455,2,749
EF1,fc06b2ff-5472-4d52-958f-54e44bd41dc7,1:1416-pac;1417:1447-RBSc36;1451:1485-J23118;1486:1636-no_hits,0,151,1636
EF1,23d8c94c-2846-405f-8fb9-7645aced1068,1:1321-no_hits;1322:1356-J23113;1360:1390-RBSc36;1391:1498-pac;1499:1501-no_hits,1321,3,1501
EF1,81bc4383-7345-46a1-8639-446ea5043809,1:4-no_hits;5:2076-pac;2077:2107-RBSc36;2111:2145-J23118;2146:2775-no_hits,4,630,2775
EF1,4a76322d-c5ee-44e7-85f2-1f9f86af1750,1:1196-no_hits;1197:1231-J23116;1232:2238-no_hits,1196,1007,2238
EF1,7eb1371a-5f32-4677-b7bd-1ce3f9a517bb,1:8-no_hits;9:43-J23116;44:684-no_hits,8,641,684
EF1,800df8da-17ec-4eeb-9071-db4d9cd5b8ea,1:937-no_hits;938:972-J23116;973:2230-no_hits,937,1258,2230
EF1,294ff283-f6c3-40b6-a47b-a60fed539017,1:955-no_hits;956:1015-T2_L3S2P21;1019:1357-symE;1358:1388-RBSc36;1392:1426-J23107;1437:1492-T1_L3S2P55;1496:4033-pac;4069:4103-J23113;4104:5580-no_hits,955,1477,5580
EF1,01fab08d-c441-4a41-81c7-73b2610238a8,1:266-symE;267:296-RBSc44;300:334-J23116;345:401-T1_L3S2P55;405:2691-pac;2692:2700-no_hits,0,9,2700
EF1,5c9d81c6-b943-4933-94f3-8ff015c74838,1:332-no_hits;333:2861-pac;2865:2920-T1_L3S2P55;2931:2965-J23100;2969:2999-RBSc36;3000:3334-symE;3338:3398-T2_L3S2P21;3399:3602-no_hits,332,204,3602
EF1,76adb8d2-4747-4ec4-861f-26b66ef877a7,1:283-no_hits;284:614-symE;615:645-RBSc36;649:683-J23100;694:750-T1_L3S2P55;754:3290-pac;3291:3604-no_hits,283,314,3604
EF1,dca43d72-aa6b-42f1-8080-1c9faf5c977b,1:1-no_hits;2:1017-pac;1018:1048-RBSc36;1052:1086-J23116;1087:1692-no_hits,1,606,1692
EF1,a6fdf72f-b90a-46a7-8ef7-a3d52fe4ed70,1:167-no_hits;168:202-J23116;206:236-RBSc36;237:2764-pac;2768:2824-T1_L3S2P55;2825:2969-no_hits,167,145,2969
EF1,a1f0a9b9-6df8-4338-9221-d4f17d3f13ea,1:172-no_hits;173:207-J23116;208:1419-no_hits,172,1212,1419
EF1,e9637fa1-644b-4f23-993c-e9e51a825df1,1:1584-no_hits;1585:1635-T2_L3S2P21;1645:1982-symE;1983:2013-RBSc36;2017:2051-J23107;2052:2209-no_hits,1584,158,2209
EF1,435d0037-6117-4e4b-9f58-9537eada5cc6,1:1602-no_hits;1603:1635-J23113;1636:2220-no_hits,1602,585,2220
EF1,14f0b109-c8a5-434f-b905-32238f53fc5c,1:114-no_hits;115:149-J23116;153:183-RBSc36;184:906-pac;2642:2693-T1_L3S2P55;2708:2742-J23100;2778:3112-symE;3116:3175-T2_L3S2P21;3176:3855-no_hits,114,680,3855
EF1,af45c621-84bd-4806-b46f-ebdb6d606afe,1:13-no_hits;14:714-pac;715:745-RBSc36;749:783-J23118;784:1095-no_hits,13,312,1095
EF1,c2442546-714b-4e98-8852-c86095ce6ac2,1:184-no_hits;185:219-J23102;430:464-J23113;468:497-RBSc44;498:835-symE;839:898-T2_L3S2P21;899:907-no_hits,184,9,907
EF1,bf737057-0dff-43de-a2cb-48e7efb61638,1:1246-no_hits;1247:1281-J23102;1493:1527-J23118;1531:1561-RBSc36;1562:1901-symE;1905:1959-T2_L3S2P21;1960:2176-no_hits,1246,217,2176
EF1,d1aaf4f6-3fe5-4c9b-a954-ec376239c9e7,1:276-no_hits;277:311-J23116;315:345-RBSc36;346:911-pac;912:911-no_hits,276,0,911
EF1,9a1667fb-7656-4b47-a55a-b9df7020e54e,1:2115-pac;2116:2146-RBSc36;2150:2181-J23113;2182:2478-no_hits,0,297,2478
EF1,7f90edca-0d73-426e-ae76-4cdfdad2eeb1,1:15-no_hits;16:1079-pac;1080:1110-RBSc36;1114:1148-J23113;1149:1873-no_hits,15,725,1873
EF1,a4b89dac-99ed-44ba-9b32-77d783a75954,1:2468-no_hits;2469:2528-T2_L3S2P21;2532:2870-symE;2871:2901-RBSc58;2905:2939-J23113;2950:2997-T1_L3S2P55;3009:5546-pac;5547:5577-RBSc36;5578:5579-no_hits,2468,2,5579
EF1,c4765501-0991-46b1-9fe4-33b9e6ed1966,1:1265-no_hits;1266:1300-J23113;1304:1334-RBSc36;1335:1673-symE;1677:1726-T2_L3S2P21;1727:1727-no_hits,1265,1,1727
EF1,0811c145-a63b-488b-b596-9caedc1bcd53,1:1083-pac;1087:1143-T1_L3S2P55;1155:1488-symE;1492:1546-T2_L3S2P21;4004:4038-J23100;4042:4072-RBSc36;4073:5517-no_hits,0,1445,5517
EF1,bd12f57e-0068-4727-be39-1104d115c152,1:315-no_hits;316:350-J23118;354:384-RBSc36;385:2916-pac;2920:2976-T1_L3S2P55;3024:3054-RBSc13;3055:3393-symE;3397:3451-T2_L3S2P21;3452:3674-no_hits,315,223,3674
EF1,11830c65-83ae-4851-9efd-4223e249b484,1:731-no_hits;732:766-J23102;770:800-RBSc36;801:2215-pac;2216:2215-no_hits,731,0,2215
EF1,b4e31829-4200-4100-bd7e-637ded81357a,1:1103-no_hits;1104:1138-J23116;1142:1172-RBSc36;1173:3702-pac;3706:3762-T1_L3S2P55;3811:3841-RBSc58;3842:4019-symE;4020:4022-no_hits,1103,3,4022
EF1,a8142537-1eb4-494c-825d-cb60f4b10358,1:376-no_hits;377:411-J23116;412:2229-no_hits,376,1818,2229
EF1,b3c6c390-44fb-426e-a931-2cb475b314e7,1:797-no_hits;798:832-J23116;833:2239-no_hits,797,1407,2239
EF1,0aeb486e-dec2-435e-a7cf-7e4fd24532fb,1:176-symE;177:207-RBSc58;211:245-J23107;257:311-T1_L3S2P55;316:409-pac;410:411-no_hits,0,2,411
EF1,ec4a4071-6e3d-4e31-9827-8834877bc2e0,1:1096-no_hits;1097:1131-J23116;1132:1580-no_hits,1096,449,1580
EF1,3b2ad8ff-5b84-4060-b35d-65bfa21ff501,1:1297-no_hits;1298:1332-J23118;1368:2809-pac;2810:2809-no_hits,1297,0,2809
EF1,422a0746-1108-4e1f-84dc-977d5142cbda,1:144-symE;145:175-RBSc36;179:213-J23118;224:276-T1_L3S2P55;280:2811-pac;2812:3824-no_hits,0,1013,3824
EF1,2c5bcd0f-90db-4cc7-8703-a3c8698fcd57,1:959-pac;963:1019-T1_L3S2P55;1030:1064-J23116;1068:1098-RBSc36;1099:1437-symE;1441:1496-T2_L3S2P21;1497:1786-no_hits,0,290,1786
EF1,f4934385-76ab-4570-8887-dbc19b7991ff,1:1468-no_hits;1469:1807-symE;1808:1838-RBSc42;1842:1876-J23118;1887:1943-T1_L3S2P55;1947:4489-pac;4490:5602-no_hits,1468,1113,5602
EF1,e3929e35-b121-4892-8d90-ea0f271121bd,1:648-no_hits;649:683-J23113;687:717-RBSc36;718:3257-pac;3261:3317-T1_L3S2P55;3328:3362-J23116;3363:5340-no_hits,648,1978,5340
EF1,22cc7045-3790-4e98-9a52-446057a911f9,1:142-pac;143:173-RBSc36;177:211-J23113;2654:2710-T2_L3S2P21;2720:3052-symE;3087:3118-J23116;3132:3188-T1_L3S2P55;3189:5576-no_hits,0,2388,5576
EF1,b8e32389-4b87-492a-97d4-cf5dd05aacc6,1:470-no_hits;471:501-RBSc13;505:539-J23116;550:581-T1_L3S2P55;605:923-pac;924:923-no_hits,470,0,923
EF1,4545ac11-128c-4d2e-a424-f973bb68dfbc,1:1676-no_hits;1677:4215-pac;4219:4275-T1_L3S2P55;4286:4320-J23107;4324:4354-RBSc36;4355:4694-symE;4698:4752-T2_L3S2P21;4753:5589-no_hits,1676,837,5589
EF1,a0b7d572-993c-4f8f-a289-66a3ada48806,1:810-no_hits;811:845-J23107;846:2209-no_hits,810,1364,2209
EF1,ee3d0a59-9a01-42ea-999f-c0d99a15c1a3,1:1287-no_hits;1288:1322-J23116;1323:2218-no_hits,1287,896,2218
EF1,3a21c5e3-b957-475d-a9fd-1fa74492c44c,1:2323-no_hits;2324:2354-RBSc36;2358:2392-J23113;4876:5209-symE;5288:5344-T1_L3S2P55;5348:5569-pac;5570:5569-no_hits,2323,0,5569
EF1,6ffaa6b0-825a-45f5-bfd8-8a3a301c24fa,1:2164-no_hits;2165:2199-J23100;2210:2266-T1_L3S2P55;2270:3193-pac;3194:3193-no_hits,2164,0,3193
EF1,d339a82c-a7ba-49f9-9ba9-a2559ab243b9,1:347-pac;2873:2931-T2_L3S2P21;2942:3270-symE;3271:3301-RBSc36;3305:3339-J23116;3350:3406-T1_L3S2P55;3407:5576-no_hits,0,2170,5576
EF1,7c1b096b-7d70-4ce6-8439-dc274d6a314f,1:499-no_hits;500:534-J23116;535:2227-no_hits,499,1693,2227
EF1,610b74f5-a25f-4561-8139-bfb00abd8e77,1:1222-pac;1235:1269-J23118;1306:1479-symE;1480:1479-no_hits,0,0,1479
EF1,2faf0b50-d951-4689-92bf-6aa3d4f4f1ca,1:236-no_hits;237:271-J23107;272:413-no_hits,236,142,413
EF1,633bfcfc-4c5e-458f-aa47-4042be71f7e1,1:56-no_hits;57:107-pac;108:138-RBSc36;142:176-J23113;177:806-no_hits,56,630,806
EF1,7eb8ca30-a36b-4d1d-bb6b-c89bd1d5926f,1:4-no_hits;5:48-pac;83:117-J23107;118:874-no_hits,4,757,874
EF1,60840a20-3d5a-4c2f-beaa-b90731303e22,1:900-no_hits;901:935-J23116;936:1241-no_hits,900,306,1241
EF1,be6e0e7b-93c4-48ae-bbd4-cab48b1dc620,1:2035-no_hits;2036:2070-J23116;2071:2236-no_hits,2035,166,2236
EF1,e00097c1-7a75-44b5-9ceb-a5812d01552a,1:680-no_hits;681:715-J23113;716:827-no_hits,680,112,827
EF1,62b748f7-1a4a-499a-9b9b-db4e74d9166d,1:1207-no_hits;1208:1242-J23107;1243:2228-no_hits,1207,986,2228
EF1,f78921c2-764a-4e31-9cdf-2961a112a424,1:3576-no_hits;3577:3611-J23116;5188:5757-pac;5758:5757-no_hits,3576,0,5757
EF1,93a3fdcf-eb44-4be6-89ea-bf1cc72d162c,1:1025-no_hits;1026:1060-J23116;1061:1231-no_hits,1025,171,1231
EF1,fdbed8ba-4380-464a-aaa5-87f270bf2e3b,1:899-pac;903:959-T1_L3S2P55;970:1004-J23118;1008:1038-RBSc36;1039:1377-symE;1381:1440-T2_L3S2P21;1441:5501-no_hits,0,4061,5501
EF1,0c67bb9f-ef4f-4863-9a48-512cf2c772e7,1:1638-pac;1639:1669-RBSc36;1673:1707-J23113;1708:3589-no_hits,0,1882,3589
EF1,7f7bda98-f997-430a-9a23-f2be7f36a5d1,1:2409-pac;2410:2440-RBSc36;2444:2478-J23116;2479:3460-no_hits,0,982,3460
EF1,726d05cd-5433-4675-9e30-359691db2e12,1:2016-no_hits;2017:2076-T2_L3S2P21;2080:2418-symE;2419:2449-RBSc42;2453:2487-J23107;2497:2552-T1_L3S2P55;2556:5074-pac;5075:5547-no_hits,2016,473,5547
EF1,d2a7ca47-812e-4e24-86c1-201f3a678833,1:328-no_hits;329:363-J23116;364:2243-no_hits,328,1880,2243
EF1,c0dd5947-c99a-437f-9ea0-03e05c4423a7,1:1260-no_hits;1261:1295-J23116;1296:2233-no_hits,1260,938,2233
EF1,3b5beaeb-ae23-46d4-87fa-8bcef68ce067,1:388-pac;421:455-J23118;456:1144-no_hits,0,689,1144
EF1,ea5de521-f171-4624-b7c3-c369654d20a1,1:1221-no_hits;1222:1256-J23118;1260:1290-RBSc36;1291:1585-pac;1586:1585-no_hits,1221,0,1585
EF1,9029784a-a133-4238-a44a-475bc48ccc52,1:1281-no_hits;1282:1316-J23102;1320:1350-RBSc36;1351:1364-no_hits,1281,14,1364
EF1,b79bc38b-5c11-442b-8b95-fe609aa5d014,1:576-no_hits;577:611-J23116;612:1522-no_hits,576,911,1522
EF1,f1d8f8d0-5347-4378-93b0-481fff1c6c22,1:941-no_hits;942:976-J23116;977:1329-no_hits,941,353,1329
EF1,9210d7b6-3e98-4ca2-bf09-cb33f667c9cc,1:2118-pac;2122:2178-T1_L3S2P55;2189:2223-J23100;2227:2257-RBSc42;2258:2290-symE;2291:2290-no_hits,0,0,2290
EF1,8b7aa36e-aa60-4930-8f0b-39747283ce16,1:562-no_hits;563:597-J23116;598:1333-no_hits,562,736,1333
EF1,3b4308e6-c78e-4208-9f4e-f8f2aef8b598,1:620-pac;636:682-T1_L3S2P55;693:727-J23113;731:761-RBSc13;762:1100-symE;1104:1162-T2_L3S2P21;3605:3639-J23100;3643:3673-RBSc36;3674:5571-no_hits,0,1898,5571
EF1,ef2464ec-2fa4-4d0c-83e9-a2a3f5065667,1:1212-no_hits;1213:1246-J23107;1247:2227-no_hits,1212,981,2227
EF1,f3d19ad2-8b2c-491d-ac17-84d9ede05d31,1:386-no_hits;387:421-J23102;422:432-no_hits,386,11,432
EF1,ae1bf6b6-bad7-4fb0-aa9b-7574b8f3dd47,1:1334-no_hits;1335:1369-J23116;1370:2225-no_hits,1334,856,2225
EF1,1397ee53-20bc-4cff-93d4-813dfcf2ab9d,1:2200-no_hits;2201:2235-J23116;2271:4141-pac;4142:4141-no_hits,2200,0,4141
EF1,c893a722-b70f-494b-b728-8e560eb3a026,1:198-symE;199:229-RBSc42;233:267-J23107;278:334-T1_L3S2P55;338:678-pac;679:679-no_hits,0,1,679
EF1,fff0f125-c9dc-45d3-b620-c052c4fd9636,1:3-no_hits;4:586-pac;587:617-RBSc36;621:655-J23116;656:685-no_hits,3,30,685
EF1,5bba18dd-0a70-4b80-94cb-79cdb6f61f66,1:312-no_hits;313:347-J23102;559:593-J23118;597:627-RBSc36;628:968-symE;972:1031-T2_L3S2P21;1032:3143-no_hits,312,2112,3143
EF1,3842145e-e00f-4495-ac74-66c67ce77969,1:316-pac;320:376-T1_L3S2P55;387:421-J23107;425:455-RBSc42;456:518-symE;519:519-no_hits,0,1,519
EF1,a4953d41-3212-4ee9-a4f6-987e0e962790,1:1613-pac;1617:1673-T1_L3S2P55;1684:1718-J23116;1724:1752-RBSc36;1753:2090-symE;2094:2151-T2_L3S2P21;2152:2415-no_hits,0,264,2415
EF1,dd13f241-8ae4-4e54-9eef-c71dceed6c8e,1:1-no_hits;2:1177-pac;1178:1208-RBSc36;1212:1246-J23113;3690:3749-T2_L3S2P21;3753:4091-symE;4092:4122-RBSc42;4171:4227-T1_L3S2P55;4228:5582-no_hits,1,1355,5582
EF1,3f41ec72-d239-4aff-a8c2-18c5aee8943e,1:385-no_hits;386:420-J23116;421:2229-no_hits,385,1809,2229
EF1,da02a369-da0f-48c5-90d3-701a6491fcd7,1:440-no_hits;441:475-J23113;510:3047-pac;3051:3107-T1_L3S2P55;3118:3152-J23116;3156:3186-RBSc36;3187:3526-symE;3530:3588-T2_L3S2P21;3589:5583-no_hits,440,1995,5583
EF1,fb81b4a4-f614-412c-8c8f-efe3a7df28d3,1:525-no_hits;526:561-J23116;562:1839-no_hits,525,1278,1839
EF1,43e5c2f1-6d5e-4fbd-9372-71f37f26ff27,1:661-no_hits;662:696-J23116;697:1127-no_hits,661,431,1127
EF1,b093f7bc-505b-4d1e-a6e9-3ee4bfb0ebd6,1:1321-no_hits;1322:1356-J23107;1392:3930-pac;3934:3986-T1_L3S2P55;4044:4074-RBSc36;4075:4413-symE;4417:4477-T2_L3S2P21;4478:5573-no_hits,1321,1096,5573
EF1,47e8f455-fa16-48a7-962b-5bcb26a1ed6f,1:1184-no_hits;1185:1523-symE;1558:1592-J23116;1603:1656-T1_L3S2P55;1660:4186-pac;4190:4218-RBSc36;4222:4256-J23107;4257:5567-no_hits,1184,1311,5567
